Phrase,Frequency
o̩jo̩-we̩ n.,1
o̩lo̩ e̩bie̩ne̩,1
ate̩ amo̩jo̩,1
chʼoli kpʼokuta,1
kpʼokuta e-ku,1
e-ku we̩,1
abe̩k o̩lo̩,1
"chʼafeju ,",1
anʼuñmi du,1
anʼugbo kʼe̩re̩-we̩,1
kʼe̩re̩-we̩ amʼane̩,1
amʼane̩ n,1
muda adʼe̩do̩,1
adʼe̩do̩ e̩ga,1
ki mʼosipia,1
o̩chaka-me̩ dago,1
o̩jo̩-me̩ eñini-i,1
kpai ogu-wñ,1
todu ame̩nale,1
aja akpodudu,1
akpodudu rʼe̩ne̩,1
rʼe̩ne̩ le̩,1
akado .,1
o̩chaka ama,1
kʼo̩wo̩-we̩ akado,1
ubuku-i awa,1
awa bʼe̩ne̩,1
jihofa akpʼodu-wñ,1
akpʼodu-wñ lu,1
jihofa adʼe̩ne̩,1
ef uko̩lo̩-we̩,1
wʼe̩ ab,1
dʼef alo,1
ame̩nale awe,1
chai uwe̩do̩,1
uko̩-o̩la-i de̩,1
awe ede̩,1
ma dʼo̩maye-we̩,1
ame̩nale-we̩ oj,1
"ama-i ,",1
omi anʼure̩do̩,1
"anʼure̩do̩ ,",1
kpai ame̩nale-we̩,1
u lule̩,1
o̩maye-we̩ kpai,1
nañwa ef,1
todule̩ nañwa,1
ma fʼe-ki,1
fʼe-ki nʼomi,1
nʼomi kpʼe-e̩gbe̩,1
kpʼe-e̩gbe̩ gba,1
ede̩ oj,1
ref ubuku,1
"chʼe̩nale ,",1
", tʼabogijo-me̩",1
", egbe",1
du atiga,1
atiga o̩mo̩,1
dab e̩gulo̩,1
e̩gulo̩ e-so̩do̩m,1
e-so̩do̩m kpai,1
kpai gomo̩ra,1
gomo̩ra kpai,1
adma kpai,1
kpai ze̩bo̩im,1
"ze̩bo̩im ,",1
eju bie̩ne̩,1
", me̩rʼo̩wo̩",1
uto̩no̩ le̩,1
uwe̩do̩-wñ kpai,1
ef e̩do̩fulu-wñ,1
egbe du,1
omu kpai,1
owñ chʼamo̩ma-me̩,1
chʼitolu kpai,1
chʼamo̩ma-me̩ ku,1
akwane̩ ubi-me̩,1
kpai ononojo,1
ononojo kʼi,1
kʼi akwʼane̩,1
akwʼane̩ o̩najiji,1
wa li,1
li egwo,1
egwo ane̩,1
o̩ga ojoji,1
u bʼane̩-i,1
bie̩ne̩ efu,1
", o̩chaka",1
o̩chaka ane̩,1
le̩ chʼitolu,1
"dʼo̩maye-we̩ ,",1
adʼefu-me̩ ;,1
o̩ge̩le̩ adʼefu-me̩,1
o̩jo̩-we̩ akpe̩,1
kpʼuwe̩ eñini-i,1
o̩jo̩-we̩ gbʼuwe̩,1
nadibekado ka,1
afʼuwe̩ lonyane̩,1
lonyane̩ kʼe̩,1
kʼe̩ chʼamone̩-wñ,1
chʼamone̩-wñ eñini-i,1
achiwebe̩te̩ma-we̩ ko,1
aguo̩ko̩lo̩ e-omi,1
e̩wñ aguo̩ko̩lo̩,1
oñ nakpʼalo-i,1
nakpʼalo-i kpʼowñ,1
la ago̩-i,1
ago̩-i n.,1
dago kpʼawa,1
akpe̩ kpʼuwe̩,1
gbʼuwe̩ tane̩,1
abe̩k o̩ge̩le̩,1
o̩jo̩-we̩ go,1
"tʼabogijo-me̩ ,",1
", tʼamako̩takada-me̩",1
"tʼamako̩takada-me̩ ,",1
chʼo̩chaka aboke̩le̩,1
na-kwo bʼe̩,1
", na-kwo",1
dʼef uru-we̩,1
nañwʼe̩wñ kide̩,1
kʼi akpʼiji-we̩,1
akpʼiji-we̩ na,1
na tʼe̩ne̩,1
kʼi akpʼomiofo,1
akpʼomiofo ñw,1
oñ nañwʼe̩wñ,1
tʼef alo,1
kpʼawa o̩gba,1
emi eñini-i,1
manyʼe̩ne̩ ki,1
dʼemi kpʼawa,1
e̩ne̩ʼka abe̩k,1
abe̩k o̩lo̩puʼka,1
o̩lo̩puʼka adʼefu-me̩,1
adʼefu-me̩ kʼe̩do̩-wñ,1
kʼe̩do̩-wñ arida,1
arida bi,1
o̩jo̩-wa te̩,1
ale teke,1
teke re̩,1
onobule̩ hibru,1
hibru abe̩k,1
chʼe̩ne̩ke̩le̩ hibru,1
kʼili ki,1
aro o̩bia,1
o̩bia abe̩k,1
arʼe̩ o̩do̩,1
abe̩k akwo̩ra,1
onobule̩ʼka abe̩k,1
fʼe̩wñ ihie̩ne̩-ma,1
kpʼawa eñini-i,1
e̩wñ oji,1
mʼame̩wño̩re̩-we̩ egini,1
ki mʼame̩wño̩re̩-we̩,1
lo o̩wo̩,1
gudu le̩,1
ihie̩ne̩-ma li,1
abe̩k onobule̩ʼka,1
kpai ode-ma,1
ode-ma ki,1
lo ofofo,1
kʼi jʼefu-ma,1
ne̩ o̩la-wñ,1
tode̩gba kʼe̩ne̩ke̩le̩,1
e-okuta i,1
iche̩bo̩ e-okuta,1
nada uko̩-o̩la-i,1
okuta ro̩dʼo,1
kʼi fʼe̩wñtuñ,1
fʼe̩wñtuñ che,1
ki te̩wa,1
chʼo̩ko̩ kʼi,1
te̩me̩rʼo̩la-me̩ ku,1
me̩ te̩me̩rʼo̩la-me̩,1
fʼe̩ne̩ke̩le̩ li,1
kʼi abʼo̩ya,1
abʼo̩ya e̩nomune̩,1
e̩nomune̩ dachi,1
e̩gbale̩ amamejeji,1
amamejeji ki,1
tʼe̩ne̩ke̩le̩ kʼi,1
kʼi bʼonobule̩,1
dʼuwe̩ kwʼoj,1
ro̩dʼo kʼi,1
ewo-wñ ako,1
iche̩wñ kʼigbe̩le̩,1
dufu wʼalugbo̩na,1
n o̩la,1
o̩la :,1
la achʼo̩ya-wñ,1
achʼo̩ya-wñ ;,1
chane̩ ete̩wa,1
tinyo̩ gbogbo,1
ame̩ chane̩,1
te̩wa ako̩la,1
chʼochochi ku,1
li ijali,1
ijali aga-wñ,1
aga-wñ ugbo,1
ugbo igbe̩le̩,1
ma adʼigbe̩le̩,1
adʼigbe̩le̩ le̩,1
rinyo̩ bʼisrae̩l,1
kpʼo̩ko̩ do̩mo̩,1
e̩bie̩ne̩ lamʼo̩,1
kpʼo̩ko̩ li,1
dachi kate,1
kate aku,1
muda chʼigbe̩le̩,1
chʼigbe̩le̩ le̩,1
akoji e̩re̩,1
e̩re̩ akoji,1
akoji o̩wo̩,1
jo̩ dʼef,1
dʼef igbe̩le̩,1
todu dabalu,1
o̩wo̩ akoji,1
kʼone̩ kwane̩,1
kwane̩ tʼekeji-wñ,1
tʼekeji-wñ o̩la,1
abe̩le̩ o̩la-i,1
"demane̩ ,",1
fʼigbe̩le̩ ku,1
", kʼe̩ne̩ke̩le̩ʼka",1
kʼe̩ kʼogu,1
kʼe̩ne̩ke̩le̩ʼka fʼu,1
ko amamejeji,1
amamejeji dufu,1
wʼalaku ewo,1
kʼokuta kpa,1
", e-igbe̩le̩",1
e-igbe̩le̩ le̩,1
wewe tʼuwe̩,1
fʼamanya kpai,1
la kwa,1
kwa n,1
oñ e-e̩ne̩ke̩ke̩le̩,1
e-e̩ne̩ke̩ke̩le̩ le̩,1
la fʼamanya,1
kʼogu bʼame̩ne̩bi-we̩,1
lamʼo̩ onobule̩,1
ete̩wa eñini-i,1
e̩bie̩ fa,1
kʼowu meji,1
ala kpai,1
o̩na-wñ ta,1
owu e-owu,1
e-owu edama,1
edama .,1
du o̩jaja,1
o̩jaja nʼukpo,1
nʼukpo ubo̩-lama-we̩,1
ubo̩-lama-we̩ ago̩go̩-wñ,1
dʼe̩wñ anyo̩,1
tito̩ ko̩,1
fʼunyi tito̩,1
amako̩takada ako̩la,1
e̩bie̩ne̩ kwolamʼo̩,1
kwolamʼo̩ o̩la,1
nyu bʼo̩la,1
kʼukpo kʼowu,1
fʼonobule̩-i ne̩,1
luche̩ n.,1
abʼunyi-we̩ ma,1
kʼulu ojoji,1
tode̩gba kʼe̩ro-wñ,1
kʼe̩ro-wñ chaka,1
chaka afo̩,1
", tʼe-ulu",1
tʼe-ulu kʼe̩,1
abiʼi .,1
", tʼunawo",1
tʼunawo uche̩,1
achiwebe̩te̩ma-we̩ ge̩,1
omune̩ abiʼi,1
o̩ke̩ke̩te̩ jimʼomune̩,1
jimʼomune̩ kʼe̩,1
ne̩ luche̩,1
omi fʼonobule̩-i,1
kʼu te̩me̩rʼu,1
kʼe-le̩ ñw,1
u ke̩re̩bʼo̩ma-we̩,1
la chʼijali,1
chʼijali aga,1
aga o̩ma-mi,1
ma afʼukpo,1
afʼukpo le̩,1
nadala jʼo̩gba,1
jʼo̩gba abogijo,1
bʼame̩ne̩bi-me̩ ;,1
le̩ amʼe̩ne̩ke̩le̩,1
amʼe̩ne̩ke̩le̩ le̩,1
kʼogu bʼame̩ne̩bi-me̩,1
la abʼo̩ko̩,1
abʼo̩ko̩ ajifa,1
alu ejika,1
ejika ñw,1
ke̩re̩bʼo̩ma-we̩ n.,1
echʼulaka-wñ ;,1
u ke̩re̩bʼo̩,1
ga n,1
ke̩re̩bʼo̩ n,1
e̩gbale̩ ata,1
iye-wñ akʼe̩wñ,1
akʼe̩wñ ijali,1
ijali aga,1
aga igbe̩le̩,1
bʼame̩nebi-me̩ todu,1
kʼogu bʼame̩nebi-me̩,1
ofe n,1
tak ata,1
me̩ ofe,1
u mʼo̩ma-mi,1
mʼo̩ma-mi du,1
okpo-ma ki,1
", okpo-ma",1
lʼejumomi-wñ n,1
ki lʼejumomi-wñ,1
alumeji-we̩ ate̩to̩gba-i,1
ogu kʼuwe̩,1
kʼo̩gba-ma e̩ke̩ta,1
e̩ke̩ta abi,1
abi agudu,1
tef ujeju,1
dufu aruru,1
e-kʼabo igbele,1
tene eko̩bʼame̩nebi-we̩,1
"eko̩bʼame̩nebi-we̩ ,",1
ekeji-we̩ e-kʼabo,1
alʼo̩me̩ ekeji-we̩,1
oli alʼo̩me̩,1
kʼe̩ne̩ʼka dʼefu-me̩,1
dʼefu-me̩ kʼo̩la-wñ,1
ki gbajiko-wñ,1
gbajiko-wñ odu,1
amo̩ma-ma kʼo̩gba-ma,1
ane̩-wñ le̩,1
lewatʼe̩gba kʼo̩jo̩,1
aje̩ tinyo̩,1
o̩jo̩-we̩ fe̩do̩,1
nyʼe̩ne̩ du,1
tene ki,1
gbʼibenu nyʼe̩ne̩,1
nʼure̩do̩ ñwu,1
kade ogbegbele̩,1
akwane̩ gbʼibenu,1
okate akwane̩,1
e̩nibenu okate,1
ido̩m in,1
todu o̩maye-we̩,1
o̩maye-we̩ i,1
ijipti in,1
we̩ chʼilowa,1
chʼilowa oj,1
kwʼef uru,1
i awʼef,1
kpʼo̩ko̩ le̩,1
o̩jo̩-we̩ tʼale,1
alumeji uru-we̩,1
"gbʼuwe̩ ,",1
la mʼame̩nebi-we̩,1
mʼame̩nebi-we̩ ko,1
akpʼone̩ nyʼadʼu,1
", uru-we̩",1
uru-we̩ ki,1
ewo-wñ akpʼone̩,1
e̩gbale̩ abogijo,1
ewo-iʼka ;,1
nyʼef ewo-iʼka,1
ara nyʼef,1
gwʼo kʼi,1
muna bʼe̩,1
ki dʼadu,1
tʼale alumeji,1
gbabo .,1
laño̩ nʼuña,1
dufu gbabo,1
nʼuña ejo̩do̩da,1
bʼoji israe̩l,1
adufu nyi,1
la nʼuko̩che̩,1
nʼuko̩che̩ ef,1
tinyo̩ bʼoji,1
ido̩na ogu-we̩,1
kʼe̩ nyʼagwʼe̩re̩,1
nyʼagwʼe̩re̩ che̩,1
ki nʼuko̩che̩,1
nʼuko̩che̩ le̩,1
le̩ gwʼura,1
"gwʼura ,",1
dabi fʼe̩wñ,1
ñw akpo̩chi,1
todu adureʼka,1
rʼama le̩,1
muda rʼama,1
tinyo̩ mʼo̩jo̩,1
chʼe̩ne̩ olemi,1
kʼe̩nibenu le̩,1
chi ata-wñ,1
ata-wñ ofe,1
ofe te̩,1
kʼi chʼonoji,1
chʼonoji dagba,1
dagba eikpa-wñ,1
eikpa-wñ kpo̩fo̩,1
i chʼeko,1
che̩wñ kʼe̩nibenu,1
agwili-wñ o̩bie̩,1
"kʼo ,",1
le̩ agwili-wñ,1
amakajo̩ le̩,1
fʼibenu olemi,1
o̩ya-wñ todabu,1
"adureʼka ,",1
ooje wa,1
bo̩ agbo̩,1
kwa i,1
kʼi ajadu-wñ,1
ajadu-wñ n.,1
fʼigbe̩le̩ kʼi,1
n e-ku,1
dʼu kpʼo̩ko̩,1
dʼe̩bie̩ne̩ kwo,1
ache o̩maye-wñ,1
kʼi nibe,1
nyʼo̩maye-wñ ;,1
lewa ke̩re̩bʼuma,1
gba nyʼo̩maye-wñ,1
dachi akʼo̩ko̩,1
olemi gba,1
n. agbabi,1
agbabi agudu,1
tʼo̩gba o̩gba-wñ,1
o̩gba-wñ e̩ke̩gwa,1
o̩na e̩gba,1
kʼe̩nibenu o̩lachiʼka,1
iche̩wñ kʼe̩nibenu,1
o̩la adago,1
ma fʼo̩me̩,1
kwo peto̩r,1
peto̩r e-me̩sopotemia,1
e-me̩sopotemia wa,1
kʼi kobʼume̩,1
kobʼume̩ kʼi,1
kʼi nama,1
e̩ta tak,1
o̩jo̩-we̩ ko̩,1
ko̩ enetiru,1
enetiru o̩la,1
me̩ ej,1
o̩lachiʼka kwane̩,1
omiofo ledo,1
moab agudu,1
e̩ke̩gwa e̩ne̩-wñ,1
e̩ne̩-wñ du,1
du agudu,1
e̩ne̩ amo̩n,1
tak amakajo̩,1
kpai amakajo̩,1
tʼo̩gba e̩ke̩gwa-ma,1
gbʼibenu nyʼone̩,1
e̩ke̩gwa-ma n,1
efu-ma agudu,1
nʼuja le̩,1
ma nʼuja,1
nyʼone̩ tod,1
nʼuje̩wñ kpai,1
fa abʼunyi-we̩,1
efʼudu e̩bie̩,1
kwʼo̩ .,1
o̩jo̩-we̩ mʼu,1
eja kpʼuwe̩,1
tene eja,1
kʼi fe̩reju,1
chai ogu,1
dʼu chʼo̩ya-we̩,1
"chʼo̩ya-we̩ ,",1
du wʼunyi-we̩,1
"wʼunyi-we̩ ,",1
alʼoji-wñ kʼi,1
kʼi fʼanyiga-wñ,1
fʼanyiga-wñ le,1
o̩la amu-wñ,1
amu-wñ le̩,1
", bʼo̩la-wñ",1
rʼuwe̩ are̩,1
e̩ kpala,1
chʼame̩namu alo,1
daido̩ ata-wñ,1
kpa e̩ne̩ke̩le̩-wñ,1
e-kʼuwe̩ gba,1
owñ chʼane̩-wñ,1
abo egini,1
ki tʼalumeji,1
tʼalumeji israe̩l,1
ma atʼe̩bie̩,1
atʼe̩bie̩ edafo,1
edafo le̩,1
uwe̩ adʼe̩bie̩,1
ama abobule̩,1
e̩ne̩ke̩le̩-wñ du,1
ochochi eju,1
dufu akʼogu,1
akʼogu bʼame̩ne̩bi-we̩,1
o̩jo̩-we̩ mʼuma,1
ma rʼuwe̩,1
iye-wñ ochu,1
fʼe̩wñ bʼe-le̩,1
kʼoka chʼo̩ya,1
o̩maye kʼoka,1
kʼoka la,1
dohi ure̩do̩,1
chʼo̩ya o̩machi,1
"o̩machi ,",1
", tʼe-ufe̩do̩",1
"tʼe-ufe̩do̩ ,",1
", tʼe-ulaka",1
tʼe-ulaka ;,1
che̩wñ kʼo̩mo̩gba,1
kʼo̩mo̩gba chʼe-e̩ne̩,1
chʼe-e̩ne̩ ulaka,1
ulaka le̩,1
ki lewatʼo̩jo̩,1
lewatʼo̩jo̩ kʼi,1
chʼo̩ya o̩maye,1
ure̩do̩ ñw,1
uwe̩ anyʼejefu,1
kʼone̩ nʼo̩ya,1
anyʼejefu ugbo-wñ,1
kʼe̩ chʼo̩ko̩-wñ,1
"chʼo̩ko̩-wñ ,",1
ki chʼo̩ya-we̩,1
amud abo,1
lewatu kʼi,1
efu-wñ amud,1
ali efu-wñ,1
kʼe̩ ali,1
o̩ko̩ kilikili,1
mʼo̩na-wñ bi,1
kʼi mʼo̩na-wñ,1
kʼadu n,1
uwe̩ fʼowñ,1
fʼowñ kpabie̩,1
chʼane̩-wñ du,1
eju-wa la,1
kwʼo̩mo̩ wane̩,1
abogijo-we̩ kpai,1
amakajo̩-we̩ adufu,1
ro̩ dʼoli-wñ,1
dʼo̩kanyi ro̩,1
ki dʼo̩kanyi,1
akwo ugbo,1
le̩ nyʼewo,1
"dʼu ,",1
ki lʼe̩ne̩,1
lʼe̩ne̩ ku,1
bʼo̩ todu,1
kpo̩kpe̩ ku,1
nyʼewo kpo̩kpe̩,1
tule amagbadufu,1
amagbadufu ole,1
kpa nyʼewo,1
kpai amakajo̩-we̩,1
e̩gbale̩ abogijo-we̩,1
o̩jo̩-me̩ re,1
tʼegbili ofo,1
chʼoli ku,1
chʼone̩ tak,1
neke kpabie̩,1
kpabie̩ kʼe̩,1
oli oko,1
ko keju,1
keju tod,1
lʼo̩ wane̩,1
tak ewo,1
kʼe̩ kpʼo̩,1
dʼoli-wñ kʼe̩,1
ma fʼoku,1
fʼoku one̩,1
kpa li,1
kʼi tʼegbili,1
uko̩lo̩ ta,1
afa e̩wñ,1
dʼe̩bie̩-i dafo,1
ma akpʼoji,1
ache ewo,1
o̩jo̩-we̩ ko,1
uja eko,1
eko bʼone̩,1
bʼone̩ .,1
o̩chaka abogijo,1
tule agwʼo̩wo̩-ma,1
agwʼo̩wo̩-ma bʼagbadufu,1
bʼagbadufu ole,1
gu o̩lo̩-wñ,1
o̩lo̩-wñ che̩,1
ma atohi,1
mʼane̩ ame̩nebi-we̩,1
i chʼo̩wo̩-wa,1
chʼo̩wo̩-wa dʼe̩bie̩-i,1
akpʼoji iñwa,1
alu kʼo̩la-ma,1
e̩wñ mama,1
one̩ che̩,1
ni du,1
le̩ adʼagbadufu,1
adʼagbadufu ole,1
te̩tache ñw,1
añmiñmi kʼi,1
luche̩ n,1
jadu e̩wñ,1
aje̩ ogu,1
le̩ o̩lo̩,1
o̩lo̩ che̩,1
o̩go̩ o̩mo̩,1
uche̩ichi-i n.,1
aro̩n ate̩wa,1
"ate̩wa ,",1
o̩jo̩-we̩ chi,1
kʼi akpʼane̩-wñ,1
akpʼane̩-wñ abu,1
abu kʼamo̩ma-wñ,1
o̩ke̩ke̩te̩-wñ ge̩,1
o̩maye-we̩ du,1
kʼuwe̩ fʼu,1
ki fʼe̩ya,1
fʼe̩ya kpʼo̩,1
kpʼo̩ n.,1
li kʼo̩ke̩ke̩te̩,1
kʼo̩ke̩ke̩te̩ abe̩k,1
o̩kokuno̩ o̩maye-we̩,1
kʼi lewane̩,1
lewane̩ ej,1
ki te̩kʼo,1
te̩kʼo kʼi,1
kwane̩ chuu,1
dʼe̩wñ e̩ne̩ke̩le̩,1
e̩ne̩ke̩le̩ tʼo̩la,1
e̩wñ o̩maye-we̩,1
kpai o̩ke̩ke̩te̩-wñ,1
dʼe̩wñ onobule̩,1
"tene-wñ ,",1
kʼe̩ fʼeju,1
kʼe̩do̩-wñ muda,1
kʼi achokpo,1
nyʼo̩gba ta,1
o̩maye-we̩ chuu,1
ñʼako̩la ñw,1
kʼo̩maye-we̩ le̩,1
amako̩takada ñʼako̩la,1
me̩ru we̩,1
wʼunyi e-we̩,1
i adugbo,1
adugbo we̩,1
tak o̩maye-we̩,1
o̩maye-we̩ wa,1
wa tene-wñ,1
omune̩ amʼu,1
onobule̩ tʼo̩la,1
kʼamo̩ma-wñ aje̩,1
ki tʼiye-wñ,1
jʼe̩ro-wñ ta,1
"lo-wñ ,",1
neke kʼamo̩ma-wñ,1
kʼamo̩ma-wñ ;,1
kpojolugbo .,1
kʼe̩ fʼunyi,1
fʼunyi etito̩,1
etito̩ ko̩,1
ki fʼo̩gba,1
bu nyʼo̩pata,1
nyʼo̩pata ojokunyi-wñ,1
ojokunyi-wñ daka,1
tode̩gba kʼone̩,1
la jʼe̩ro-wñ,1
ñwa kwʼo̩mo̩,1
tʼiye-wñ no̩,1
manyʼo̩ma-wñ n,1
ogu-i kʼe̩ne̩,1
dʼiye-wñ manyʼo̩ma-wñ,1
wʼunyi ta,1
lewa ke̩re̩bʼunyi,1
ke̩re̩bʼunyi e̩we̩,1
e̩we̩ oj,1
abe̩k ane̩pe̩te̩,1
", kʼo̩ma",1
kʼo̩ma jʼefu-wñ,1
abe̩k e̩ge̩,1
"e̩ge̩ ,",1
kʼiye-wñ dadʼoj,1
dadʼoj o̩ma-wñ,1
o̩ma-wñ abe̩k,1
abe̩k e̩ge̩-wñ,1
omune̩ jʼe̩ro-wñ,1
ki dʼiye-wñ,1
kpu ?,1
achila tinyo̩,1
egini o̩maye-we̩,1
ukpe̩ meji,1
owñ chʼe̩ro,1
chʼe̩ro ukpahiu-wñ,1
ukpahiu-wñ ejodudu,1
ate̩me̩ru ewo,1
kʼowñ chʼo̩mo̩gba,1
kʼone̩ nʼo̩ma,1
nʼo̩ma kʼi,1
kʼuwe̩ ate̩me̩ru,1
kʼi chʼagbite̩re̩,1
chʼamagboji amone̩,1
ma jʼagbʼomu,1
jʼagbʼomu ata-wñ,1
dagba ku,1
chaka kʼo̩,1
i anyʼuma,1
meji e̩wñ,1
ako ukpe̩,1
li o̩kokuno̩,1
o̩machi le̩,1
o̩gu-wñ i,1
kʼi adʼo̩ma,1
adʼo̩ma e-o̩ya,1
e-o̩ya ufe̩do̩,1
ufe̩do̩ chʼo̩mo̩gba,1
chʼo̩mo̩gba eju,1
eju o̩ma,1
o̩ma o̩ya,1
o̩ya ulaka,1
ulaka kʼi,1
chʼo̩mo̩gba o̩gbo̩lo,1
o̩gbo̩lo le̩,1
fʼeju mʼe-o̩mo̩gba,1
mʼe-o̩mo̩gba ne̩,1
e̩ fʼakoya,1
chi amonu,1
iye-wñ agwo̩nyʼu,1
kʼamako̩takada fʼoji,1
wʼugbo abogijo,1
kʼi bʼuku,1
amuya alu,1
amo̩maye-wñ amuya,1
kʼe̩do̩ amo̩maye-wñ,1
", oku-wñ",1
oku-wñ adʼoj,1
adʼoj oli,1
o̩jo̩ n,1
ji eñini,1
eñini le̩,1
mudu lo̩ko̩li,1
lo̩ko̩li mak,1
ama o̩jo̩,1
we edʼane̩,1
edʼane̩ ki,1
fʼadure kʼoji,1
kʼone̩ fʼadure,1
arailo .,1
i jʼagbʼomu-wa,1
ewo-wñ kakini,1
", o̩ma-wa-i",1
o̩ma-wa-i agbʼo̩la,1
e̩gba kʼamako̩takada,1
", agbite̩re̩",1
agbite̩re̩ i,1
jʼagbʼomu-wa gbo̩,1
dʼe̩bie̩ne̩ tinyo̩,1
; achajefu,1
achajefu kpai,1
kpai añmo̩te̩,1
añmo̩te̩ i,1
kʼe̩do̩ e-wñ,1
chaka akʼokuta,1
dʼadu kʼi,1
e̩wñ gwʼo,1
ekeji-wñ ache,1
abe̩k etikpo̩gu,1
abe̩k agegugile̩,1
kʼi abifa,1
o̩mo̩ ache,1
ichi o̩mo̩,1
e̩fa ki,1
mufu e-ki,1
kʼe̩ kwojolugbo,1
ihie̩ne̩ alu,1
ko̩che̩ kʼe̩,1
amata-wñ kʼi,1
e̩wñ amata-wñ,1
manyʼo̩ko̩ kʼi,1
e̩wñ kʼamale̩k,1
kʼamale̩k chʼuwe̩,1
chʼuwe̩ abu,1
"agegugile̩ ,",1
agbamgbam ku,1
kʼi ledʼuwe̩,1
ne̩ agbamgbam,1
mʼo̩wo̩-wñ ko̩da,1
o̩jo̩-we̩ do̩mo̩,1
ihie̩ne̩-i oñ,1
ne̩ okuta,1
e̩wñ-i chʼe̩wñ,1
"agomi ,",1
abe̩k agomi,1
abe̩k ake̩ma,1
"dʼiche̩kpa ,",1
ma dʼiche̩kpa,1
ef ikpa-we̩,1
ikpa-we̩ n,1
"achifamu ,",1
abe̩k achifamu,1
"etikpo̩gu ,",1
eje̩ okujo̩,1
ledʼuwe̩ ej,1
gwo̩nyʼu eikpa,1
ki fʼurewa,1
amale̩k kpalu,1
gbenyo̩ n.,1
i lewatʼe̩gba,1
lewatʼe̩gba kʼe̩,1
wa kʼe̩do̩,1
kwef ejo̩ga,1
age̩ne̩ dufu,1
aku-we̩ʼka ugbo,1
kʼane̩ ako,1
e-kʼuwe̩ ako,1
lifaiʼka kwʼef,1
wʼunyi kwef,1
kwef uche̩-we̩,1
uche̩-we̩ ki,1
e̩ne̩ke̩le̩ o̩jo̩,1
fʼurewa amale̩k,1
kʼe̩do̩ onugo-wñ,1
ma dʼe̩re̩-ma,1
onugo-wñ la,1
dʼe̩re̩-ma ubi,1
anʼukpe̩ e̩wñ,1
kʼamo̩maye-wñ chaka,1
jʼubi-we̩ le̩,1
e̩gba kʼo̩la-we̩,1
kʼo̩la-we̩ chʼe̩da,1
chʼe̩da kʼuhia,1
kʼuhia hiʼuwe̩,1
hiʼuwe̩ le̩,1
o̩jo̩-we̩ mʼuñmi,1
alu kʼamo̩maye-wñ,1
e̩ bʼame̩ne̩bi-we̩,1
bʼame̩ne̩bi-we̩ du,1
ma lʼuwe̩,1
wʼugbo uña,1
dufu bʼo̩gba-we̩,1
mufu eju,1
odu-wñ te̩,1
adʼo̩ya o̩maye-wñ,1
o̩maye-wñ ate̩gu,1
ate̩gu nyʼalaku,1
nyʼalaku ugbo,1
o̩jo̩-mi ge̩,1
mi gbʼomu,1
"hore̩b ,",1
o̩maye o̩ko̩-mi,1
o̩ko̩-mi ko̩,1
", hore̩b",1
edu odu,1
o̩maye-wñ kwane̩,1
kwane̩ israe̩l,1
i jʼache,1
jʼache o̩wo̩,1
anetiru— alu,1
inaina-i ge̩,1
", e-ku",1
e̩gbale̩ abogijo,1
elu bʼisrae̩l,1
ewo aduña,1
aduña o̩do̩da,1
o̩do̩da ofo,1
o̩maye o̩ko̩-wñ,1
o̩ko̩-wñ ki,1
u nadʼo̩la,1
ache o̩wo̩,1
o̩ma ejodudu,1
amo̩maye-ma ñwu,1
uwe̩ kwane̩,1
adʼu rʼodu,1
rʼodu o̩maye-wñ,1
nadʼakache̩ kʼi,1
kʼodu-wñ ki,1
. nadʼakache̩,1
me̩ anetiru—,1
ewo-wñ adʼo,1
ichi kʼuwe̩,1
israe̩l adʼodu-wñ,1
unyi e̩ne̩,1
e̩ne̩ kuma,1
kuma mʼe̩da-wñ,1
gbʼane̩-i netirʼamagegugile̩,1
abʼuma gbʼane̩-i,1
e̩gba kʼaboke̩le̩,1
kʼaboke̩le̩ kʼuja,1
kʼuja bʼomune̩,1
bʼomune̩ kʼo̩ya,1
kʼo̩ya e̩ne̩ʼka-ma,1
e̩ne̩ʼka-ma te̩wa,1
kʼuwe̩ abʼuma,1
gba o̩ko̩-wñ,1
o̩ko̩-wñ kwʼo̩wo̩,1
kwʼo̩wo̩ e̩ne̩,1
netirʼamagegugile̩ kpai,1
kʼunyi o̩maye-wñ,1
e̩—owñ le̩,1
amabifa ;,1
ñw e̩—owñ,1
alumeji-we̩ ñw,1
gwo̩nyʼu kpaka,1
amo̩maye-we̩ alumeji-we̩,1
adʼakache̩ʼka kʼi,1
o̩maye-wñ awʼugbo-wñ,1
awʼugbo-wñ eju,1
kʼi gwʼe̩da,1
gwʼe̩da bʼo̩,1
bʼo̩ e̩re̩,1
e̩re̩ te̩,1
kʼi fiʼito,1
fiʼito rʼo̩,1
o̩jo̩-we̩ adʼakache̩ʼka,1
le̩ atohi,1
nyʼugbo atama,1
", eka",1
o̩lo̩pu-we̩ du,1
awo̩to̩ tʼo̩wo̩,1
o̩jo̩-we̩ añwa,1
uhio̩me̩-i kpai,1
oj ajo̩-i,1
ajo̩-i ;,1
ena bʼuko̩,1
eñini-i uwe̩,1
jihofa chʼo̩jo̩-we̩,1
"chʼo̩jo̩-we̩ ,",1
ne tʼamo̩maye-wñ,1
alule̩ tʼo̩na-wñ,1
ehio̩la-wñ ne,1
ade uhio̩me̩-wñ,1
we ehio̩la-wñ,1
fʼuko̩-o̩la-i du,1
anetiru omu-wñ,1
bʼuko̩ le̩,1
